UNDER_CONSTRUCTION,RERA,BHK_NO.,SQUARE_FT,READY_TO_MOVE,RESALE,LONGITUDE,LATITUDE,TARGET(PRICE_IN_LACS),POSTED_BY_Dealer,POSTED_BY_Owner,BHK_OR_RK_RK
False,False,1,450.13850419999994,True,True,21.17549,81.31277299999999,6.5,False,True,False
False,False,3,1377.410468,True,True,28.634537,77.471342,45.0,False,True,False
True,True,2,929.4832073,False,True,19.1758,72.8643,150.0,True,False,False
False,False,1,727.9344859,True,True,19.2167,73.0833,32.0,True,False,False
False,False,2,810.0147275,True,True,28.255907,77.06585799999999,33.0,True,False,False
True,True,3,1408.15719,False,True,30.696627000000003,76.693764,47.3,True,False,False
False,True,3,1925.320887,True,True,30.382066,78.123734,66.0,True,False,False
True,False,2,1050.295858,False,True,28.552626,77.33394799999999,35.5,True,False,False
False,False,2,8796.296295999999,True,True,26.955346,75.73479300000001,19.0,False,True,False
False,False,4,2286.374134,True,True,12.836144,80.23299300000001,99.0,False,True,False
False,False,4,1993.024415,True,True,28.66667,77.41667,120.0,True,False,False
False,False,1,674.9401263,True,True,12.822566,77.667346,31.0,False,True,False
False,False,3,1392.1453689999998,True,True,19.957301,73.839897,95.0,True,False,False
False,True,2,1000.0,True,True,19.05871,72.89969,150.0,True,False,False
False,False,2,820.1202843,True,True,22.572598,88.412702,30.0,False,True,False
False,False,5,2645.082791,True,True,18.96,72.82,500.0,True,False,False
True,True,3,1492.537313,False,False,12.96991,77.59796,100.0,False,False,False
False,True,2,873.1082653999999,True,True,13.11389,77.59833,45.0,False,True,False
False,False,4,3087.563295,True,True,28.488415000000003,77.285903,250.0,False,True,False
False,False,2,1200.063161,True,True,26.696758000000003,90.513797,76.0,False,True,False
False,False,1,584.1803949,True,True,19.2361,72.8338,100.0,True,False,False
False,False,2,1150.012778,True,True,19.000869,73.118903,90.0,True,False,False
False,False,3,1780.0147309999998,True,True,19.05871,72.89969,290.0,True,False,False
False,False,3,3086.980207,True,True,18.996305,72.827789,850.0,True,False,False
False,True,2,850.0772798,True,True,28.5041,77.381557,33.0,True,False,False
False,False,2,1220.232238,True,True,13.09873,77.83889,62.0,False,True,False
True,True,2,785.4545455,False,True,19.0167,72.8167,270.0,True,False,False
True,True,3,769.2307692,False,False,19.141644,72.842908,200.0,True,False,False
False,False,1,600.0,True,True,25.43679,81.83409,30.0,False,True,False
True,True,2,979.9118079,False,True,28.595305,77.347365,40.0,False,True,False
True,True,1,818.4851727999999,False,True,19.05871,72.89969,130.0,True,False,False
False,False,2,1146.025878,True,True,12.96991,77.59796,93.0,True,False,False
False,False,3,1502.0576130000002,True,True,26.860559999999996,80.91583,73.0,True,False,False
False,False,1,697.0849176,True,True,12.986987,77.736436,22.0,False,True,False
False,False,3,2247.6119120000003,True,True,30.662283,76.822397,120.0,False,True,False
False,False,2,1305.109024,True,True,20.098413,79.10786,82.0,False,True,False
False,False,3,1860.672819,True,True,28.431862,77.351104,62.5,True,False,False
False,False,2,1000.0,True,True,26.8626,75.7633,25.0,True,False,False
False,False,2,1000.0,True,True,18.490075,73.968862,70.0,False,True,False
False,False,1,650.0742942,True,True,20.93333,77.75,17.5,False,True,False
True,True,2,493.3899906,False,False,18.5853,73.7413,41.8,True,False,False
False,False,2,820.035461,True,True,13.042089,80.124264,37.0,True,False,False
True,True,1,670.0167504,False,True,18.53,73.84,32.0,True,False,False
True,False,3,1357.019492,False,True,22.648322,88.4431525,55.0,True,False,False
False,False,2,523.5236633000001,True,True,19.2361,72.8338,150.0,True,False,False
False,False,2,1267.123288,True,True,13.0306,77.6485,92.5,True,False,False
False,True,3,1295.097132,True,True,28.577672999999997,77.389781,70.0,False,True,False
False,True,2,1131.901132,True,True,18.714661,73.678196,49.0,True,False,False
False,True,2,495.378544,True,False,18.96,72.82,47.7,True,False,False
True,True,2,580.9040980000001,False,False,19.1615,72.8731,110.0,True,False,False
False,False,2,900.0423549000001,True,True,24.090195,87.990011,85.0,False,True,False
False,False,3,2000.0,True,True,17.416255,78.492489,80.0,True,False,False
False,False,2,1230.0469480000002,True,True,28.6221,77.3674,65.5,True,False,False
False,False,3,1250.0,True,True,28.553374,77.355611,45.0,True,False,False
False,False,2,1128.09856,True,True,19.049989,73.077321,76.0,True,False,False
True,True,2,749.2641156000001,False,True,19.18,72.96333,140.0,True,False,False
False,False,3,2000.0,True,True,26.82123,75.86952600000001,150.0,True,False,False
False,True,2,1155.455423,True,True,30.662283,76.822397,35.9,True,False,False
False,True,3,1730.1038059999998,True,True,30.662283,76.822397,65.0,True,False,False
False,True,1,833.6602588999999,True,True,24.69028,78.41889,170.0,True,False,False
False,False,3,2103.049422,True,True,28.537227,77.370417,180.0,True,False,False
False,False,2,831.1564949,True,True,22.5922,88.484911,35.0,True,False,False
False,True,3,1552.238806,True,True,12.885657,77.66147600000001,130.0,False,True,False
False,True,2,1041.028781,True,True,26.900926,75.775927,34.0,False,True,False
True,False,3,1174.611535,False,True,26.154874,91.670312,44.6,True,False,False
False,True,3,1430.103683,True,True,28.44414,77.465898,40.0,True,False,False
False,False,2,1253.031528,True,True,18.5823,73.983,62.0,True,False,False
False,False,4,3500.0,True,True,19.01798,72.84476,1050.0,True,False,False
False,False,1,418.0213655,True,True,19.696531,72.767746,18.0,True,False,False
True,False,3,1316.261816,False,True,22.54111,88.33778000000001,110.0,True,False,False
True,True,2,784.893116,False,False,19.255098,72.9815265,170.0,True,False,False
False,True,2,673.0065837999999,True,True,19.1758,72.8643,230.0,True,False,False
True,True,3,1232.126559,False,False,13.23,77.7,81.0,True,False,False
False,False,2,1200.120012,True,True,22.403867,88.47000600000001,40.0,False,True,False
True,False,2,1160.0,False,False,11.946984,79.482298,52.2,False,False,False
False,False,3,1650.2047699999998,True,True,12.9223,77.5532,68.5,True,False,False
False,False,2,847.0225872999999,True,True,12.865219,77.59036,33.0,False,True,False
False,False,2,1200.087279,True,True,27.204996,77.990474,55.0,False,True,False
False,False,1,505.0505051,True,True,19.0284965,73.3192845,12.0,False,True,False
False,False,2,1050.241272,True,True,13.010349,77.712151,37.0,True,False,False
True,True,2,830.1158301,False,True,18.658033,73.72012099999999,43.0,True,False,False
False,False,2,2399.232246,True,True,17.68,83.02,25.0,False,True,False
False,False,2,1000.0,True,True,28.63676,77.36315,43.5,False,True,False
False,True,3,2500.0,True,True,28.560719,77.386208,180.0,True,False,False
False,False,2,1039.222259,True,True,10.10833,76.41667,31.0,False,True,False
False,False,2,1140.030114,True,True,50.817397,4.42145,53.0,False,True,False
False,False,1,650.0171057,True,True,24.395822,78.989627,19.0,True,False,False
False,True,3,1600.0,True,True,19.1759,72.9522,280.0,True,False,False
False,True,3,1424.4091939999998,True,True,28.5041,77.381557,44.0,True,False,False
False,False,2,965.0495566,True,True,13.05,80.11,37.0,False,True,False
False,False,2,1190.06554,True,True,21.167998,79.112474,69.0,False,True,False
False,True,3,1538.602604,True,True,12.86,77.786,83.9,True,False,False
False,False,1,388.0392604,True,True,26.141157999999997,91.744893,17.0,False,True,False
False,False,2,825.0825083,True,True,17.32808,76.85901,25.0,False,True,False
False,False,2,1076.015272,True,True,15.292135,73.9621265,62.0,False,True,False
False,True,2,1000.0,True,True,16.753034,80.729469,27.0,False,True,False
False,True,2,1341.021859,True,True,19.1145,72.8712,300.0,True,False,False
True,True,3,2575.87754,False,True,26.832353,75.841749,97.6,True,False,False
False,False,1,650.0171057,True,True,19.1955,72.8728,95.0,True,False,False
False,False,1,650.0072223,True,True,18.973908,73.02510600000001,45.0,True,False,False
False,False,2,1000.0,True,True,9.9679,76.2843,45.0,False,True,False
False,False,2,1419.920651,True,True,12.944691,77.627863,68.0,True,False,False
True,False,3,1035.083896,False,True,22.491565,88.402473,95.0,True,False,False
False,False,3,1448.06338,True,True,26.955346,75.73479300000001,32.9,True,False,False
True,True,3,147428.5714,False,False,30.73528,76.79111,5160.0,True,False,False
True,True,3,1607.951686,False,True,30.662283,76.822397,63.9,True,False,False
False,True,2,915.0746508,True,True,28.560719,77.386208,57.0,False,True,False
False,False,2,1102.4142869999998,True,True,24.104891,78.820348,100.0,True,False,False
True,True,3,1338.376491,False,True,19.1955,72.8728,230.0,True,False,False
True,False,2,1113.0434779999998,False,True,18.5993,73.7625,64.0,True,False,False
True,True,3,1356.6987,False,True,12.961,80.2409,120.0,True,False,False
False,False,2,1160.140874,True,True,12.9816,77.6729,56.0,False,True,False
False,False,3,1660.280971,True,True,26.91868,75.750399,78.0,False,True,False
False,False,3,1465.0766609999998,True,True,20.098413,79.10786,86.0,True,False,False
False,False,2,895.1661029999999,True,True,24.090195,87.990011,45.0,False,True,False
False,True,2,1219.89365,True,True,18.510418,73.781944,78.0,True,False,False
False,False,1,495.1261024,True,True,30.753067,76.800208,32.0,False,True,False
False,False,4,2718.8689510000004,True,True,19.05871,72.89969,650.0,True,False,False
False,False,2,1025.056948,True,True,22.795922,86.216157,54.0,False,True,False
True,True,1,258.2138319,False,False,24.69028,78.41889,56.9,True,False,False
False,True,3,1503.358356,True,True,13.11389,77.59833,76.1,True,False,False
False,True,4,2080.443828,True,True,12.896796,77.5724,75.0,True,False,False
False,False,1,630.0114547999999,True,True,19.18,72.96333,66.0,True,False,False
True,True,1,720.0496586,False,True,19.283359,72.864964,58.0,True,False,False
False,False,2,950.0351865,True,True,18.96,72.82,54.0,True,False,False
False,False,3,1669.216859,True,True,12.973681,77.562904,120.0,False,True,False
True,True,2,820.4791597999999,False,False,19.218498,72.992114,100.0,True,False,False
False,True,2,847.7719492999998,True,True,19.18,72.96333,160.0,True,False,False
False,False,2,800.0,True,True,20.230195,85.816005,22.0,False,True,False
False,False,3,1920.438957,True,True,20.275267000000003,85.86240699999999,140.0,False,True,False
True,True,3,2298.850575,False,True,19.161955,72.839616,310.0,True,False,False
False,False,3,1365.187713,True,True,12.82,77.69,48.0,False,True,False
False,False,2,1160.862355,True,True,23.166495,72.63429000000001,42.0,True,False,False
False,False,4,194.5945946,True,True,22.923869,86.305133,180.0,True,False,False
True,False,2,900.0,False,True,28.63676,77.36315,45.0,False,True,False
False,False,3,1849.635513,True,True,22.53028,88.33417,170.0,False,True,False
False,False,2,1150.251618,True,True,28.5216,77.3863,48.0,True,False,False
False,False,3,1437.28223,True,True,12.96991,77.59796,66.0,False,True,False
False,False,4,3850.641774,True,True,13.050999999999998,77.5962,330.0,True,False,False
False,False,3,1333.333333,True,True,22.483471,88.417711,44.0,True,False,False
False,True,2,925.4498715,True,True,26.928785,75.828002,18.0,False,True,False
False,False,3,750.0,True,True,22.337395,73.225215,24.0,False,True,False
False,False,2,1000.0,True,True,20.26444,85.82806,23.0,False,True,False
False,False,2,1115.030151,True,True,19.033956,73.075342,98.0,True,False,False
False,False,3,1320.211234,True,True,12.8706,77.6279,55.0,False,True,False
True,True,2,1255.119567,False,True,28.25,77.07,95.0,True,False,False
True,True,3,1090.750436,False,True,18.96667,72.83333,200.0,True,False,False
True,True,1,494.4152431,False,False,19.222101,72.988231,60.2,True,False,False
False,False,3,1400.0,True,True,18.5956,73.7981,91.0,True,False,False
False,False,1,625.0,True,True,19.2167,73.0833,43.0,True,False,False
True,True,2,1018.079691,False,True,18.539812,73.737678,58.0,True,False,False
False,False,2,1058.691193,True,True,18.96667,72.83333,160.0,True,False,False
False,False,2,1100.0,True,True,22.175748,75.582163,35.2,True,False,False
False,False,2,1370.071548,True,True,12.86,77.786,90.0,False,True,False
False,True,3,1508.523156,True,True,28.392384999999997,77.035763,100.0,True,False,False
False,False,2,1059.322034,True,True,28.4729,77.0474,130.0,True,False,False
False,False,3,1464.128843,True,True,28.579004,77.431173,50.0,False,True,False
False,True,3,1778.629087,True,True,12.977042,77.595277,130.0,True,False,False
False,False,3,1641.038109,True,True,19.147866,72.932609,270.0,True,False,False
False,False,2,949.9024073,True,True,28.2102,76.8606,14.6,True,False,False
False,False,2,925.1101322,True,True,28.506454,77.40956800000001,42.0,False,True,False
True,False,2,1023.973015,False,True,13.09,80.27,85.0,False,True,False
False,False,2,900.0225006000001,True,True,19.18,72.96333,120.0,True,False,False
False,True,3,1232.264845,True,False,30.662283,76.822397,46.9,True,False,False
False,False,2,1100.052383,True,True,12.9657,77.7188,63.0,False,True,False
False,False,4,5500.0458340000005,True,True,24.69028,78.41889,2400.0,True,False,False
False,False,2,699.720112,True,True,21.0,77.0,35.0,False,True,False
False,False,2,1000.0,True,True,25.879721,86.587391,27.0,True,False,False
False,False,6,11263.15789,True,False,12.929162,77.629041,1070.0,True,False,False
False,False,2,965.0180941,True,True,12.925027,80.235348,40.0,False,True,False
False,True,3,1256.2025,True,True,19.1849,72.8347,200.0,True,False,False
False,True,2,1190.059503,True,True,28.587711,77.403123,68.0,False,True,False
False,False,5,1200.087279,True,True,21.17,72.83,55.0,False,True,False
False,False,2,950.0206526,True,True,16.719181,81.091941,23.0,False,True,False
False,False,2,1000.0,True,True,18.5956,73.7981,65.0,True,False,False
False,False,2,1224.007561,True,True,30.768683000000003,76.650876,25.9,True,False,False
False,False,3,1620.145631,True,True,16.338,80.439059,53.4,False,True,False
True,True,4,2184.83723,False,False,30.662283,76.822397,100.0,True,False,False
False,True,4,2107.873528,True,True,12.86,77.786,170.0,True,False,False
False,False,6,8500.148753,True,True,19.139348,72.820458,2000.0,True,False,False
False,False,4,2200.220022,True,True,28.874383,77.113251,80.0,True,False,False
False,False,1,430.0335426,True,True,24.69028,78.41889,50.0,True,False,False
True,False,3,1139.240506,False,True,26.905623,81.1231,18.9,False,True,False
False,False,3,1239.362142,True,True,19.014858,72.8662,300.0,True,False,False
False,False,3,1450.0,True,True,12.923762,77.736688,58.0,False,True,False
False,False,4,2400.0,True,True,19.124896,72.89350300000001,840.0,True,False,False
True,False,2,652.6806527000001,False,True,22.675548000000003,88.352674,16.8,True,False,False
False,True,3,1310.043668,True,True,30.662283,76.822397,45.0,True,False,False
False,False,2,749.8986623,True,True,21.01667,75.56667,37.0,False,True,False
False,False,3,1412.57189,True,True,22.54111,88.33778000000001,140.0,True,False,False
False,False,1,600.1091107000001,True,True,27.119087,75.605283,11.0,False,True,False
False,True,3,1466.27566,True,True,19.18,72.96333,140.0,True,False,False
False,False,3,1332.55814,True,False,13.055985,77.622157,57.3,True,False,False
True,True,3,1251.390434,False,True,18.5101,73.8141,180.0,True,False,False
False,False,1,560.1659751,True,True,21.0,77.0,13.5,False,True,False
False,False,2,1050.030883,True,True,22.5041,88.3904,34.0,False,True,False
False,False,2,611.5057152,True,True,19.2361,72.8338,130.0,True,False,False
False,False,2,1100.0,True,True,16.531879,80.670951,38.5,False,True,False
True,True,1,517.9345684,False,True,19.1759,72.9522,65.7,True,False,False
False,False,3,1865.030675,True,True,21.12359,72.804292,76.0,True,False,False
False,True,3,2666.666667,True,False,12.96991,77.59796,640.0,True,False,False
True,False,3,1785.434612,False,True,17.80268,83.35613599999999,68.4,True,False,False
False,True,4,1693.0705039999998,True,True,12.96991,77.59796,140.0,True,False,False
False,False,3,2800.4667440000003,True,True,24.617977,73.708104,120.0,False,True,False
False,True,2,993.9959973,True,True,26.900926,75.775927,29.8,True,False,False
False,False,2,800.0,True,True,28.6496,77.402621,21.0,False,True,False
False,False,1,554.5981512999999,True,True,19.2167,73.0833,35.4,True,False,False
False,True,4,2528.199144,True,True,26.900926,75.775927,130.0,True,False,False
False,False,3,1549.833095,True,True,28.9196,76.8972,65.0,False,True,False
False,True,1,470.0162075,True,True,18.669919,73.853723,29.0,True,False,False
False,False,2,1464.002756,True,True,15.550351,73.80528199999999,85.0,False,True,False
False,False,2,616.089613,True,True,32.029726000000004,75.388008,12.1,False,True,False
False,False,2,15901.06007,True,True,17.546483,78.480303,45.0,False,True,False
False,False,3,1622.324465,True,True,12.90015,80.22791,81.1,True,False,False
True,True,3,1520.462896,False,True,18.58584,73.471734,360.0,True,False,False
False,False,3,987.2611465,True,True,13.09,80.27,46.5,True,False,False
False,False,2,1243.91563,True,True,12.327102,76.58644100000001,46.0,False,True,False
False,False,2,1000.0,True,True,13.11389,77.59833,40.0,False,True,False
False,False,3,2137.513359,True,True,28.558047,77.392752,120.0,False,True,False
False,False,3,1450.163399,True,True,28.63676,77.36315,71.0,True,False,False
False,True,2,778.0703854,True,True,19.18,72.96333,130.0,True,False,False
False,False,3,1300.2022539999998,True,True,12.8458,77.6727,45.0,True,False,False
False,True,2,1120.041483,True,True,28.381971000000004,77.347688,43.2,True,False,False
False,True,1,630.0452845,True,True,18.442587,73.829832,32.0,False,True,False
False,True,2,1212.250106,True,True,12.735182,77.091352,57.0,False,True,False
False,False,2,1077.816492,True,True,12.96991,77.59796,46.4,False,True,False
False,False,3,1784.7533629999998,True,True,26.91667,75.86667,59.7,False,True,False
False,False,2,1110.574602,True,True,28.162032,76.811066,23.0,False,True,False
False,False,2,1000.0,True,True,26.225345,78.156295,20.5,False,True,False
True,True,4,2242.7944260000004,False,True,19.062792,72.85551,940.0,True,False,False
False,False,4,1748.9484170000003,True,True,22.491565,88.402473,79.0,True,False,False
True,False,2,1100.187266,False,True,17.737508,83.227514,47.0,True,False,False
False,False,2,1050.105011,True,True,12.96991,77.59796,35.0,False,True,False
False,False,3,1450.577664,True,True,30.662283,76.822397,33.9,True,False,False
True,False,2,1080.175303,False,True,30.662283,76.822397,41.9,True,False,False
False,False,2,1456.071076,True,True,13.09,80.27,59.0,True,False,False
True,True,1,482.2198276,False,False,19.890762,74.473091,17.9,False,False,False
False,False,2,1010.10101,True,True,26.900926,75.775927,30.0,False,True,False
True,True,2,1343.265356,False,False,28.514348,76.983292,110.0,True,False,False
False,False,2,1421.075645,True,True,28.398408,77.056504,130.0,True,False,False
False,False,2,649.5160469,True,True,22.290385,70.781479,25.5,True,False,False
False,False,2,813.0081301,True,True,12.9053,80.1986,45.0,False,True,False
False,False,2,1000.0,True,True,22.775,86.2528,38.0,False,True,False
False,False,1,700.152207,True,True,18.083,73.417,23.0,False,True,False
False,False,3,1373.333333,True,True,25.375506,82.602682,61.8,True,False,False
True,False,2,892.9986789999999,False,True,13.09,80.27,33.8,False,True,False
False,False,4,2056.766763,True,True,28.874383,77.113251,100.0,False,True,False
False,True,4,2616.170425,True,True,13.055985,77.622157,210.0,True,False,False
False,False,2,1049.250535,True,True,24.395822,78.989627,24.5,True,False,False
False,True,2,658.9895494,True,True,19.249861,72.96386600000001,99.0,True,False,False
False,False,3,2345.251826,True,True,30.660437,76.861517,61.0,False,True,False
False,True,2,965.7576379,True,True,12.9053,80.1986,47.1,True,False,False
False,False,2,950.1187648,True,True,13.040035,80.241072,40.0,False,True,False
False,False,3,1275.148767,True,True,12.7281,80.2014,45.0,False,True,False
False,False,2,1150.251618,True,True,12.973237,77.64685899999999,32.0,False,True,False
True,True,1,650.0072223,False,True,18.975268,73.109062,45.0,True,False,False
False,False,3,1453.175457,True,True,12.9958935,77.761394,54.0,True,False,False
False,False,3,1530.131827,True,True,12.887837,74.83773199999999,65.0,False,True,False
False,False,2,1039.992436,True,True,19.033956,73.075342,110.0,True,False,False
True,True,2,985.2911545,False,True,18.669919,73.853723,48.9,True,False,False
False,False,2,1326.194803,True,True,19.05871,72.89969,270.0,True,False,False
False,False,3,2500.0,True,True,26.748868,80.863332,100.0,False,True,False
False,True,3,1821.238442,True,True,18.49667,73.94167,130.0,True,False,False
False,False,1,590.9213,True,True,21.236599,75.298425,22.0,False,True,False
False,False,2,1091.061687,True,True,12.907374,77.625811,52.0,True,False,False
False,False,2,1000.0,True,True,13.08389,80.27,26.0,False,True,False
True,True,3,1598.622725,False,True,28.576117,77.382136,130.0,False,True,False
False,True,1,606.0606061000001,True,True,13.118288,79.99769599999999,25.0,False,True,False
False,False,3,1818.708929,True,True,13.141581,77.749756,94.1,True,False,False
False,False,3,1475.237092,True,True,12.88784,77.654131,70.0,False,True,False
False,True,1,680.056935,True,True,18.964489,73.019574,43.0,True,False,False
False,False,2,920.6798867,True,True,20.386816,72.90114799999999,26.0,False,True,False
False,False,3,1350.007105,True,True,9.940109,76.371995,95.0,True,False,False
False,False,2,1210.067764,True,True,12.874232,77.505488,50.0,False,True,False
True,True,3,1941.457587,False,True,12.9255,77.6765,130.0,True,False,False
False,True,3,1730.1038059999998,True,True,28.558047,77.392752,120.0,False,True,False
False,False,3,1600.0,True,True,13.06,76.1,90.0,False,True,False
False,True,1,711.1597374,True,True,15.782431,73.679975,26.0,False,True,False
False,False,3,1957.202505,True,True,10.782597,79.842124,75.0,False,True,False
False,False,2,870.1472557,True,True,17.7,83.2167,26.0,False,True,False
False,False,2,800.0,True,True,20.948599,77.797816,35.0,False,True,False
False,True,2,493.5612689,True,True,24.69028,78.41889,110.0,True,False,False
False,True,3,1650.165017,True,True,18.097689000000003,74.735239,100.0,True,False,False
False,False,2,1150.180743,True,True,12.840956,77.659441,70.0,True,False,False
False,False,3,1235.203294,True,True,12.96991,77.59796,72.0,False,True,False
True,True,3,1475.461082,False,True,20.18646,85.84604499999999,47.2,True,False,False
False,False,3,1300.052002,True,True,13.0519,77.5416,100.0,False,True,False
False,False,3,1459.427904,True,True,12.3346,76.6276,100.0,True,False,False
False,False,2,1100.110011,True,True,19.048979,73.078232,110.0,True,False,False
False,False,1,535.0772889,True,True,19.48,75.38,18.0,False,True,False
False,True,3,1409.940078,True,True,24.69028,78.41889,320.0,True,False,False
False,True,2,1780.063291,True,True,19.1145,72.8712,450.0,True,False,False
False,False,3,1560.1071980000002,True,True,28.568096,77.390253,81.5,True,False,False
False,False,1,450.0703235,True,True,24.6345,73.695,16.0,False,True,False
False,False,3,1375.404531,True,True,19.998771,85.459795,42.5,False,True,False
False,False,2,1050.105011,True,True,21.094632,79.074805,35.0,True,False,False
False,False,3,1911.764706,True,True,21.17,72.83,52.0,True,False,False
False,False,2,1150.337168,True,True,22.3,73.2,29.0,False,True,False
True,True,2,1296.701516,False,True,18.58584,73.471734,160.0,True,False,False
False,False,3,1500.288517,True,True,30.657375,76.85385500000001,52.0,False,True,False
False,False,2,1237.38196,True,True,27.553339,78.673469,38.0,True,False,False
False,False,3,1494.232263,True,True,18.96667,72.83333,250.0,True,False,False
False,False,3,1835.220617,True,True,28.406388,77.342588,47.0,True,False,False
False,True,2,950.1965924,True,True,18.744775,73.823649,29.0,False,True,False
False,False,3,1615.074024,True,True,12.96991,77.59796,84.0,True,False,False
False,True,2,1098.885597,True,True,18.52783,73.875757,77.9,True,False,False
False,False,2,1020.408163,True,True,17.7,83.25,23.0,False,True,False
False,False,2,1063.122924,True,True,27.98889,76.38833000000001,32.0,False,True,False
False,False,2,1138.888889,True,True,13.0318,77.6583,41.0,True,False,False
False,True,3,1554.11449,True,True,28.494868,77.410298,69.5,True,False,False
False,True,1,650.0,True,True,12.93687,77.720248,52.0,False,True,False
False,True,1,297.029703,True,False,19.076057,73.097319,27.0,True,False,False
False,False,3,1475.237092,True,True,12.91,77.64,70.0,True,False,False
False,False,2,789.0287432,True,True,18.430375,73.815337,42.0,True,False,False
False,True,3,1550.387597,True,True,27.18,78.02,48.0,False,True,False
False,False,2,871.875,True,True,26.747109,88.417335,27.9,True,False,False
True,True,3,776.5314927000001,False,False,19.1955,72.8728,180.0,True,False,False
False,False,1,716.1271842,True,True,22.175748,75.582163,25.0,True,False,False
False,True,3,1259.090909,True,True,12.957468,77.516563,55.4,True,False,False
True,True,1,620.051512,False,True,19.222101,72.988231,65.0,True,False,False
False,True,3,2120.062486,True,True,30.662283,76.822397,95.0,True,False,False
True,False,3,1878.069922,False,True,22.5922,88.484911,130.0,True,False,False
True,True,3,1989.38992,False,True,30.696627000000003,76.693764,120.0,True,False,False
False,False,2,1000.0,True,True,13.011583,80.123114,41.0,True,False,False
False,False,2,1130.085384,True,True,19.038205,73.06612,90.0,True,False,False
False,True,1,650.0,True,True,19.076466,72.999804,39.0,True,False,False
False,False,5,11932.51954,True,False,28.423082,77.05640600000001,870.0,True,False,False
False,False,2,1260.0034050000002,True,True,18.5993,73.7625,74.0,True,False,False
False,True,3,1310.2725369999998,True,True,28.5041,77.381557,50.0,False,True,False
False,False,2,1172.065766,True,True,18.475864,73.89000899999999,72.0,True,False,False
False,True,2,850.1709667000001,True,True,18.5853,73.7413,54.7,True,False,False
False,False,3,1747.360757,True,True,30.662283,76.822397,48.0,True,False,False
False,False,2,775.0602825,True,True,28.579845,77.403693,45.0,False,True,False
True,True,2,616.815335,False,True,19.1983,72.8409,130.0,True,False,False
False,True,1,654.7359232000001,True,True,19.05871,72.89969,120.0,True,False,False
False,False,2,1109.783165,True,True,28.5216,77.3863,65.0,False,True,False
False,True,1,585.0727387999999,True,True,28.66667,77.41667,18.5,False,True,False
False,False,3,1700.3529030000002,True,True,23.355282,85.31486,53.0,True,False,False
True,False,2,700.0,False,True,26.706157,88.439748,22.4,True,False,False
False,False,3,1627.4411619999998,True,True,12.915026,77.668562,130.0,True,False,False
False,False,3,1510.211086,True,True,20.098413,79.10786,88.0,False,True,False
False,False,2,1799.485861,True,True,23.261127,77.4034,35.0,False,True,False
False,True,3,1810.10367,True,True,12.96991,77.59796,110.0,False,True,False
False,True,3,1340.146548,True,True,28.5035,77.426447,69.5,True,False,False
True,True,3,832.2087269,False,False,18.5853,73.7413,74.0,True,False,False
False,False,3,1862.252439,True,True,28.431862,77.351104,63.0,True,False,False
False,False,2,1288.088643,True,True,30.662283,76.822397,37.2,True,False,False
True,True,2,67574.38225,False,False,12.946431,80.23938299999999,6700.0,True,False,False
False,False,2,859.8993288999999,True,True,15.479294,73.89546,41.0,True,False,False
True,False,3,1602.136182,False,True,30.65,76.82,60.0,True,False,False
False,False,2,811.4285714,True,True,22.620289,88.43493000000001,28.4,True,False,False
False,True,1,500.0,True,True,12.973237,77.64685899999999,20.0,False,True,False
False,False,3,800.0,True,True,19.0916,72.8581,200.0,True,False,False
False,True,3,1479.869423,True,True,28.495803,77.42684799999999,68.0,True,False,False
True,True,3,1390.201442,False,True,21.15389,79.08306,55.9,True,False,False
False,False,3,1394.230769,True,True,28.577672999999997,77.389781,72.5,True,False,False
False,False,3,1220.063263,True,True,22.53028,88.33417,81.0,True,False,False
False,False,4,3398.172018,True,True,12.9958935,77.761394,290.0,True,False,False
True,False,2,1081.481481,False,True,25.254685,87.023352,29.2,True,False,False
False,False,2,1200.092315,True,True,28.629811,77.434197,52.0,False,True,False
False,False,2,848.590526,True,True,18.96,72.82,29.2,True,False,False
False,False,3,1500.068185,True,True,12.880475,75.022346,110.0,False,True,False
False,False,1,270.0049092,True,True,19.139348,72.820458,110.0,True,False,False
False,False,2,1220.159151,True,True,26.900926,75.775927,46.0,False,True,False
False,False,3,1300.294406,True,True,26.91667,75.86667,53.0,False,True,False
False,True,2,1147.272727,True,True,20.353795,85.82101999999999,63.1,True,False,False
False,False,2,669.9846861000001,True,True,21.114588,79.11068,35.0,False,True,False
True,True,2,860.0424287999999,False,True,19.1759,72.9522,150.0,True,False,False
False,False,2,1100.352113,True,True,30.363543,76.149378,25.0,False,True,False
True,False,2,1304.667402,False,True,23.182972,72.611485,35.5,True,False,False
False,False,3,1400.0,True,True,23.531948,84.898217,56.0,True,False,False
True,True,3,645.5166336,False,True,28.406152,77.355951,29.3,True,False,False
False,False,3,1851.351351,True,True,21.151992,72.81002,68.5,True,False,False
True,False,3,1000.0,False,True,18.914541,72.818211,300.0,True,False,False
True,False,1,374.5318352,False,True,18.966114,73.148278,39.0,True,False,False
False,False,2,1086.036671,True,True,18.651598,73.735448,77.0,True,False,False
False,False,2,1000.0,True,True,13.031754,77.72170600000001,59.9,False,True,False
False,True,3,1550.06284,True,True,28.560719,77.386208,74.0,True,False,False
True,False,3,1230.982019,False,True,29.69,76.98833,26.7,False,True,False
False,False,2,1248.597082,True,True,15.535439000000002,73.764454,89.0,False,True,False
